x,y
10.35001557012458,34.89809756983534
10.690564504074784,34.79528512120918
11.021353525173506,34.69192704853865
11.342118478962757,34.58838510343276
11.652624605036415,34.48501667761681
11.952666568884283,34.38217266438245
12.24206826418706,34.280195443384514
12.520682399144892,34.17941700900977
12.788389883105456,34.08015725920003
13.045099031935258,33.98272245808862
13.290744612230766,33.88740388221172
13.525286756561371,33.79447665614622
13.748709703879038,33.70419878233834
13.961020561065386,33.6168103596872
14.162247868504338,33.53253299368502
14.352440174766738,33.45156938769589
14.531664564424418,33.374103108211145
14.700005170607577,33.3002985137745
14.857561688891266,33.23030083564091
15.004447908018976,33.164236397019074
15.140790270848388,33.102212957176164
15.266726477020343,33.04432016611947
15.382404137067404,32.99063011548833
15.487979486091561,32.941197971371565
15.583616163130834,32.89606267531996
15.669484060974204,32.855247700154735
15.745758249558659,32.818761848197106
15.812617974882553,32.78660008019452
15.870245734109481,32.758744364244215
15.91882642650819,32.73516453508487
15.95854657906133,32.715819154994875
15.989593644765323,32.70065636870266
16.012155371056807,32.6896147456689
16.02641923536146,32.68262410403894
16.032571944355205,32.67960631153108
16.03079899329218,32.680476059353005
16.02128428158024,32.685141606044176
16.004209780696492,32.6935054888602
15.979755250515456,32.70546520096647
15.948098000155987,32.72091383329057
15.909412689538765,32.739740680386845
15.863871167964154,32.76183181011904
15.811642346163744,32.78707059733867
15.752892098469388,32.815338222048766
15.687783191905043,32.84651413283808
15.616475239210923,32.88047647655163
15.53912467301834,32.91710249537334
15.455884738600787,32.95626889257099
15.366905502797268,32.997852168334404
15.27233387694836,33.04172892712399
15.172313651783858,33.087776158069836
15.066985542564192,33.135871489844114
14.95648724270885,33.18589342160821
14.840953484481522,33.23772153153114
14.720516105421783,33.29123666423569
14.595304119331603,33.346321098733455
14.465443790722798,33.40285869814137
14.331058711842793,33.4607350425217
14.19226988138404,33.51983754618545
14.049195784371527,33.58005556046843
13.901952472153555,33.64128046342743
13.750653642536399,33.70340573722088
13.595410719163718,33.766327034355236
13.436332929817732,33.82994223382748
13.2735273834831,33.894151487801054
13.10709914582077,33.95885725982505
12.937151312498065,34.023964355499906
12.763785080873575,34.0893799458415
12.587099819135767,34.155013584569765
12.407193133263721,34.22077721955556
12.224160931615275,34.286585199052034
12.038097486960817,34.352354273404615
11.849095496090285,34.4180035924936
11.657246136796344,34.483454699500754
11.462639122424669,34.54863152126458
11.265362753936415,34.61346035579038
11.065503969363059,34.67786985700688
10.863148390914764,34.74179101725829
10.658380369597085,34.80515714777426
10.451283027645479,34.86790385716949
10.241938298400154,34.92996902862839
10.030426964238277,34.99129279541325
9.816828692146576,35.05181751544133
9.601222067124791,35.111487744783865
9.38368462397951,35.17025021004181
9.164292876660003,35.228053780377685
8.943122345949636,35.28484943866224
8.720247585516937,35.34059025214381
8.495742205903547,35.39523134280011
8.269678897067166,35.44872985726516
8.042129449380367,35.50104493652668
7.813164772945946,35.552137685467784
7.582854915620001,35.60197114222
7.351269079651852,35.65051024748163
7.118475636981552,35.69772181377487
6.884542143231726,35.7435744947756
6.6495353507890815,35.788038754599086
6.413521220477622,35.831086837107335
6.176564932323647,35.87269273556136
5.938730895501486,35.91283216205866
5.700082757010987,35.95148251736828
5.460683409764986,35.98862286071435
5.2205949996615795,36.02423387999092
4.979878932283175,36.05829786167665
4.738595878150961,36.090798661655285
4.49680577819017,36.12172167535524
4.2545678479022815,36.15105380883891
4.011940581351198,36.17878344960823
3.768981754345827,36.204900437821955
3.5257484274460067,36.229396037692396
3.282296948306737,36.25226290896695
3.0386829536672266,36.27349507878014
2.794961370805555,36.29308791355969
2.551186419429271,36.3110380911609
2.3074116117741137,36.327343573284416
2.063689754083764,36.34200357804739
1.820072946999832,36.355018552673776
1.5766125855021569,36.36639014631336
1.3333593594519892,36.37612118354724
1.0903632535524919,36.384215637058105
0.8476735468233741,36.39067860213296
0.6053388129064738,36.39551626920465
0.3634069198428158,36.398735898277664
0.12192502906847034,36.40034579323539
-0.11906040430688739,36.400355275750904
-0.3595036310215526,36.39877465944264
-0.5993596103538412,36.39561522521046
-0.8385840078544943,36.39088919526163
-1.077133196410502,36.38460970817948
-1.3149642570759903,36.37679079480374
-1.5520349771784627,36.367447352454526
-1.7883038529925654,36.356595121236644
-2.0237300861634377,36.34425065932043
-2.2582735862215557,36.33043131902038
-2.4918949679091296,36.31515522273959
-2.72455555144822,36.298441239152545
-2.9562173613559146,36.28030895978634
-3.186843124724591,36.26077867555834
-3.416396271157173,36.239871353711756
-3.6448409296054263,36.21760861461166
-3.872141927479177,36.194012709334885
-4.098264788157293,36.16910649689838
-4.323175729070168,36.142913421758436
-4.546841658246487,36.11545749220906
-4.769230172587479,36.08676325793785
-4.990309553550696,36.056855788712944
-5.2100487642852835,36.025760652791234
-5.428417446204739,35.993503895843666
-5.645385913967622,35.960112019836
