x,y
-5.860925152247238,35.92561196251188
-6.075006810271348,35.89003107688401
-6.287603197371611,35.853397110964096
-6.498687277362312,35.81573818802815
-6.7082326632911125,35.77708278680806
-6.916213611252541,35.737459722185775
-7.122605014502431,35.69689812616716
-7.327382396627761,35.65542742904362
-7.53052190480739,35.613077340836725
-7.732000302601917,35.569877833215074
-7.9317949626651245,35.52585912157328
-8.129883858556926,35.48105164740757
-8.326245556984507,35.43548606108489
-8.52085920911059,35.389193205017285
-8.713704541746575,35.342204096809084
-8.904761848496387,35.294549913296905
-9.094011980054029,35.246261974367684
-9.281436334725878,35.197371727437265
-9.467016848144594,35.14791073229948
-9.650735983235364,35.09791064614102
-9.832576719272708,35.04740320904478
-10.012522541048329,34.9964202297208
-10.190557427627468,34.94499357183744
-10.36666584076959,34.89315514047805
-10.540832713146566,34.84093686909863
-10.713043436084359,34.78837070672627
-10.88328384723207,34.735488605768154
-11.051540217905046,34.68232250993246
-11.217799239942831,34.62890434264043
-11.382048012735899,34.57526599586091
-11.544274029361855,34.52143931923519
-11.704465163119062,34.46745610963329
-11.862609653277252,34.41334810109669
-12.018696090917823,34.35914695500027
-12.17271340424974,34.30488425089429
-12.324650843952663,34.250591477405635
-12.474497968007238,34.196300023720696
-12.622244626524923,34.14204117129564
-12.767880946170754,34.0878460860686
-12.911397314428712,34.033745810913615
-13.052784363616976,33.97977125849553
-13.192032954711154,33.92595320451828
-13.329134160879944,33.872322281259315
-13.464079250943842,33.81890897146979
-13.596859672378004,33.765743602626145
-13.727467034327715,33.71285634149952
-13.85589309038081,33.66027718904
-13.982129720978833,33.608035975582744
-14.106168915709322,33.556162356377804
-14.228002755594341,33.50468580735499
-14.347623394737061,33.45363562130589
-14.46502304221995,33.403040904191705
-14.580193943531478,33.352930571802744
-14.69312836181546,33.30333334672367
-14.803818559057417,33.25427775538701
-14.912256776905386,33.20579212555275
-15.018435217425525,33.15790458383246
-15.122346023535385,33.1106430535794
-15.223981259360748,33.06403525281716
-15.323332890261463,33.01810869247785
-15.420392762758988,32.972890674723615
-15.515152584154027,32.92840829143229
-15.607603902067837,32.88468842283879
-15.697738083599452,32.841757736231074
-15.785546294431883,32.79964268480235
-15.871019477579853,32.75836950651838
-15.954148332033538,32.71796422309441
-16.034923291069195,32.678452638958106
-16.113334500418507,32.63986034022713
-16.1893717961185,32.60221269370292
-16.263024682205813,32.56553484580036
-16.334282308084468,32.52985172141621
-16.4031334457049,32.495188022732364
-16.469566466442572,32.461568227867296
-16.53356931776043,32.42901658942107
-16.595129499557295,32.397557132817276
-16.654234040298718,32.36721365446126
-16.710869472820825,32.33800971965484
-16.765021809892282,32.30996866024406
-16.816676519474562,32.28311357195411
-16.865818499696662,32.25746731140102
-16.912432053551328,32.23305249271226
-16.956500863261052,32.20989148373001
-16.998007964388698,32.18800640176304
-17.036935719626815,32.16741910883139
-17.07326579227964,32.14815120636122
-17.106979119468896,32.130224029293316
-17.138055885014474,32.113658639540276
-17.16647549203652,32.0984758187527
-17.19221653525191,32.084696060339404
-17.21525677299926,32.072339560677975
-17.23557309896576,32.06142620946644
-17.253141513657564,32.051975579151225
-17.267937095605134,32.04400691336517
-17.27993397232726,32.03753911431459
-17.28910529106663,32.03259072904009
-17.295423189321248,32.02917993448392
-17.298858765192566,32.027324521283965
-17.299382051632744,32.027041879549174
-17.29696196625134,32.02834896321893
-17.291566321834907,32.031262302863105
-17.28316175575955,32.03579795026407
-17.27171372020627,32.04197147125819
-17.257186448116173,32.049797916797985
-17.23954292331838,32.05929179545058
-17.218744850844004,32.07046704389699
-17.194752627504986,32.0833369953261
-17.16752531282187,32.097914345612345
-17.137020600391065,32.114211117161915
-17.10319478979785,32.13223862031094
-17.066002759201034,32.152007412154354
-17.025397938697292,32.17352725267541
-16.981332284610943,32.19680705806073
-16.93375625489485,32.221854851051866
-16.882618785757444,32.24867770822513
-16.82786726974249,32.277281704029434
-16.769447535457623,32.30767185148732
-16.707303829179363,32.33985203938878
-16.641378798537268,32.37382496584989
-16.57161347859763,32.409592068105525
-16.497947280637934,32.44715344839238
-16.42031798379743,32.48650779578552
-16.338661730172703,32.52765230387487
-16.25291302351727,32.570582584113666
-16.163004731995947,32.61529257479667
-16.068868095543465,32.66177444545142
-15.970432738028798,32.710018496670436
-15.86762668508629,32.760013055152136
-15.760376387755247,32.811744364019624
-15.648606752773574,32.865196468244726
-15.532241180056829,32.920351095233826
-15.411201608009472,32.97718753047262
-15.285408567238226,33.035682488370675
-15.154781243743447,33.095809978231365
-15.019237551965142,33.157541165526254
-14.87869421882618,33.22084422853538
-14.733066879484142,33.28568421063306
-14.58227018595,33.352022868268726
-14.426217928833687,33.41981851521115
-14.264823174685548,33.48902586308128
-14.097998417967192,33.55959585897571
-13.925655750841946,33.631475520237565
-13.747707050589982,33.70460776755208
-13.564064185759499,33.77893125658186
-13.374639243251803,33.85438020913496
-13.179344777210773,33.93088424488674
-12.978094079698721,34.00836821463587
-12.77080147676893,34.08675203618065
-12.557382648757237,34.165950534462596
-12.337754977591974,34.24587328715143
-12.111837922305723,34.32642447753772
-11.879553422046463,34.407502756604224
-11.640826339457083,34.489001110269946
-11.395584890175835,34.570806768554924
-11.143761189748126,34.652801074848
-10.88529174926926,34.7348594281034
-10.620118044716085,34.816851219532495
-10.348187111310303,34.89863979879457
-10.069452170918696,34.98008246765416
-9.78387329217664,35.0610305045061
-9.491418082672649,35.141329223340286
-9.192062412136018,35.22081807087048
-8.88579116512533,35.29933076567809
-8.572599021220686,35.37669548331624
-8.252491260176477,35.45273509137402
-7.925484588894934,35.52726743850819
-7.591607986433626,35.60010570139943
-7.250903562567762,35.67105879347492
-6.90342742469107,35.73993183904807
-6.549250547067219,35.80652671624987
-6.188459635642747,35.87064267175538
-5.821157980811969,35.93207700983383
-5.447466289700127,35.99062585766296
-5.067523488713967,36.046085008140516
-4.681487486320555,36.0982508405926
-4.28953588527246,36.14692131881595
-3.891866632825505,36.191897064798525
-3.4886985969173607,36.23298250524265
-3.0802720558196293,36.2699870866733
-2.6668490884696094,36.30272655346221
-2.248713852560873,36.33102428155139
-1.8261727375519987,36.35471265903928
-1.3995543800703387,36.37363450312506
-0.9692095297656222,36.38764450122451
-0.5355107545314037,36.39661066241349
-0.09885197517861959,36.400415763762744
0.3403521788783604,36.39895877465396
0.7816671995608618,36.392156240857744
1.2246397202224308,36.37994360906893
1.6687987280265781,36.3622764717835
2.113656968047826,36.33913171192121
2.558712535628783,36.310508526499284
3.003450650425181,36.27642930898381
3.447345602352386,36.23694037073001
3.8898628563725794,36.19211248318824
4.330461299821249,36.142041224313104
4.768595612838589,36.08684711486449
5.203718739556999,36.02667553300822
5.635284435069579,35.96169639877303
6.062749860976799,35.89210362344149
6.485578200544551,35.81811432277156
6.9032412632917195,35.73996779697265
7.315222048208914,35.65792428449362
7.721017234838867,35.57226350080578
8.120139572135773,35.48328297736902
8.51212013637463,35.39129621972951
8.896510431369883,35.296630707105926
9.272884306842776,35.19962575876898
9.640839673883727,35.10063029491845
10.000000000000005,35.00000052154065
